"Government Degree College, Kotabag",Tahsil - Kaladungi,Uttarakhand,,
"Government Degree College, Kuppam Rural Co-Ed.",Chittoor,Andhra Pradesh,,
"Government Degree College, Laksar, Haridwar","Laksar, Haridwar",Uttarakhand,,
"Government Degree College, Lambgaon",Tehri Garhwal,Uttarakhand,,
"Government Degree College, Longtarai Valley",Chailengta,Tripura,,
"Government Degree College, Luxettipet",Luxettipet,Telangana,,
"Government Degree College, Madhira",Madhira,Telangana,,
"Government Degree College, Mahanpur",Kathua,Jammu and Kashmir,,
"Government Degree College, Majra Mahadev",MAJRA MAHADEV,Uttarakhand,,
"Government Degree College, Malkajgiri",Hyderabad,Telangana,,
"Government Degree College, Mancherial",Adilabad,Telangana,,
"Government Degree College, Manglore",MANGLORE,Uttarakhand,,
"Government Degree College, Manthani",Manthani,Telangana,,
"Government Degree College, Margubpur (Roorkee)",Roorkee (Haridwar),Uttarakhand,,
"Government Degree College, Naidupeta",Sri Potti Sriramulu Nellore,Andhra Pradesh,,
"Government Degree College, Nandikotkur",Kurnool,Andhra Pradesh,,
"Government Degree College, Nowshera",Nowshera,Jammu and Kashmir,,
"Government Degree College, Paloncha",Khammam,Telangana,,
"Government Degree College, Pathapatnam",Srikakulam,Andhra Pradesh,,
"Government Degree College, Peddapalli",Peddapalli,Telangana,,
"Government Degree College, Pithapuram",Pithapuram,Andhra Pradesh,,
"Government Degree College, Pokhra",Pauri Garhwal,Uttarakhand,,
"Government Degree College, Purola",PUROLA,Uttarakhand,,
"Government Degree College, Rajam",Sikakulam,Andhra Pradesh,,
"Government Degree College, Rikhnikhal",Rikhnikhal,Uttarakhand,,
"Government Degree College, S. Kota",Srungavarapu Kota,Andhra Pradesh,,
"Government Degree College, Sabbavaram",Sabbavaram,Andhra Pradesh,,
"Government Degree College, Salur",Vizianagaram,Andhra Pradesh,,
"Government Degree College, Satpuli",Satpuli,Uttarakhand,,
"Government Degree College, Seethanagaram",Seethanagaram,Andhra Pradesh,,
"Government Degree College, Sitarganj",SITARGANJ,Uttarakhand,,
"Government Degree College, Teliamura",Teliamura,Tripura,,
"Government Degree College, Thalisain",Pauri,Uttarakhand,,
"Government Degree College, Thatyud",Thatyud,Uttarakhand,,
"Government Degree College, Thorrur",Thorrur,Telangana,,
"Government Degree College, Tiruvuru",Krishna,Andhra Pradesh,,
"Government Degree College, Tuni",Tuni,Andhra Pradesh,,
"Government Degree College, Tyuni (Dehradun)",Dehradun,Uttarakhand,,
"Government Degree College, Udayagiri",Udayagiri,Andhra Pradesh,,
"Government Degree College, V-Madugula",Visakhapatnam,Andhra Pradesh,,
"Government Degree College, Wardhannapet",Wardhannapet,Telangana,,
"Government Degree College, Yerragondapalem",Yerragondapalem,Andhra Pradesh,,
"Government Degree College,Nainbagh",NAINBAGH,Uttarakhand,,
"Government Degree Collge, Gandacharra",Dhalai,Tripura,,
"Government Degree Collge, Santirbazer",Santirbazar,Tripura,,
"Government Degree Degree College, Hyderabad",Hyderabad,Telangana,,
Government Dr. Bhagwat Sahay College,GWALIOR,Madhya Pradesh,,
Government Dr. Waman Vasudev Patankar Girls College,Durg,Chhattisgarh,,
"Government FGC, Hoskote, Bangalore",Bangalore Rural,Karnataka,,
"Government First Grade BA, B.Com & BBA College, Raibag",Raibag,Karnataka,,
Government First Grade College,MUDALAGI,Karnataka,,
Government First Grade College,KRISHNARAJAPETE,Karnataka,,
Government First Grade College,Dakshina Kannada,Karnataka,,
Government First Grade College,Chikkaballapura,Karnataka,,
Government First Grade College,HARIHARA,Karnataka,,
"Government First Grade College & PG Center, Chintaman",Chintamani,Karnataka,,
"Government First Grade College for Women, Haveri",Haveri,Karnataka,,
"Government First Grade College for Women, K.R Pet",K R Pet,Karnataka,,
Government First Grade College Gundlupet,Gundlupet,Karnataka,,
Government First Grade College Kalgi,Kalagi,Karnataka,,
Government First Grade College Zalaki,Zalaki,Karnataka,,
"Government First Grade College, Arakalagud",Hassan,Karnataka,,
"Government First Grade College, Athani",Athani,Karnataka,,
"Government First Grade College, Ayanur",Shimoga,Karnataka,,
"Government First Grade College, Banavara",Hassan,Karnataka,,
"Government First Grade College, Bangarpet",KOLAR,Karnataka,,
"Government First Grade College, Baramasagara",Bharamasagara,Karnataka,,
"Government First Grade College, Bilikere",Mysore,Karnataka,,
"Government First Grade College, Chikkaballapur Dist.",Gauribidanur,Karnataka,,
"Government First Grade College, Chikkabasur",Haveri,Karnataka,,
"Government First Grade College, H.D.Kote",Mysore,Karnataka,,
"Government First Grade College, Honnali",Davanagere,Karnataka,,
"Government First Grade College, Hosadurga",Hosadurga,Karnataka,,
"Government First Grade College, Hunagund",Bagalkot,Karnataka,,
"Government First Grade College, Javagal",Arsikere Tq.,Karnataka,,
"Government First Grade College, Jayanagar",Bangalore,Karnataka,,
"Government First Grade College, K R S, S.R Patna",K.R.Sagara,Karnataka,,
"Government First Grade College, K.R. Puram, Bangalore",Bengaluru,Karnataka,,
"Government First Grade College, Kalasa","Kalasa ,Mudigere Taluk",Karnataka,,
"Government First Grade College, Kokatanoor",Kokatanoor,Karnataka,,
"Government First Grade College, Koteshwara",Kundapura,Karnataka,,
"Government First Grade College, Kundgol.",Kundgol,Karnataka,,
"Government First Grade College, Kunigal",Kunigal,Karnataka,,
"Government First Grade College, Muddebihal",Bijapur,Karnataka,,
"Government First Grade College, Nanjangud",Mysore,Karnataka,,
"Government First Grade College, Nyamati",Davanagere,Karnataka,,
"Government First Grade College, Parushurampura",Chitradurga,Karnataka,,
"Government First Grade College, Sakleshpura",Hassan,Karnataka,,
"Government First Grade College, Savalgi",Bagalkot,Karnataka,,
"Government First Grade College, Shiralakoppa",Shimoga,Karnataka,,
"Government First Grade College, T. Narasipura",Mysore,Karnataka,,
"Government First Grade College, Udapura",Hassan,Karnataka,,
"Government First Grade College, Vijayanagar",Bangalore,Karnataka,,
"Government First Grade College,For Women, Maddur",Maddur,Karnataka,,
Government First Grade Degree College for Women,Jamkhandi,Karnataka,,
Government First Grade Degree College Gurumitkal,Gurumatkal,Karnataka,,
Government First Grade Degree College Raichur,Raichur,Karnataka,,
Government First Grade Degree College Yadgir,YADAGIR,Karnataka,,
"Government First Grade Degree College, Hulsoor",Hulsoor,Karnataka,,
Government Gandhi Degree College Balaji Mihona,MIHONA,Madhya Pradesh,,
Government Gandhi Memorial Science College,Jammu,Jammu and Kashmir,,
"Government Geetanjali Girls College, Berasia Road, Bhopal",Bhopal,Madhya Pradesh,,
Government General Degree College,Jhargram,West Bengal,,
"Government General Degree College, Kalna-I",Barddhaman,West Bengal,,
Government Girls College,MORENA,Madhya Pradesh,,
Government Girls College,DATIA,Madhya Pradesh,,
"Government Girls College, Barwani",Barwani,Madhya Pradesh,,
"Government Girls College, Ujjain",Ujjain,Madhya Pradesh,,
"Government Girls College, Vidisha",Vidisha,Madhya Pradesh,,
"Government Girls Degree College Chachora, Beenagang",chachora,Madhya Pradesh,,
"Government Girls Degree College Khanpur, Haridwar",khanpur,Uttarakhand,,
"Government Girls Degree College, Haldwani",Haldwani,Uttarakhand,,
"Government Girls P.G.College, Rewa",Rewa,Madhya Pradesh,,
Government Govind Degree College Sebda,SEONDHA,Madhya Pradesh,,
"Government Home Science College, Hoshangabad",Hoshangabad,Madhya Pradesh,,
"Government Home Science College,Sector-10",Chandigarh,Chandigarh,,
Government Hrangbana College,Aizawl,Mizoram,,
Government I Grade College,Uttara Kannada,Karnataka,,
Government I Grade College Naregal,Naregal,Karnataka,,
Government I Grade College Shiggaon,Haveri,Karnataka,,
Government Institute of Forensic Science,Nagpur,Maharashtra,,
Government Institute Of Forensic Science Aurangabad,Aurangabad,Maharashtra,,
"Government Institute of Science, Nagpur",Nagpur,Maharashtra,,
"Government J.S.T.P.G. College, Balaghat",Balaghat,Madhya Pradesh,,
"Government K.N.S. Girls College, Balaghat",Balaghat,Madhya Pradesh,,
Government Kamalaraja PG College,Gwalior,Madhya Pradesh,,
Government Kasturba Girls College,Guna,Madhya Pradesh,,
Government LSGK College Pohari,Shivpuri,Madhya Pradesh,,
"Government M.H. College of Home Sc. & Science for Women,Jabalpur",Jabalpur,Madhya Pradesh,,
Government Madhav College Chanderi,CHANDERI,Madhya Pradesh,,
"Government Mahakoshal Autonmous Arts. & Commerece College, Civil Line Jabalpur",Jabalpur,Madhya Pradesh,,
Government Mahavidyalaya Noida,NOIDA,Uttar Pradesh,,
Government N. C. J. College,Balod,Chhattisgarh,,
"Government National College, Sirsa",SIRSA,Haryana,,
"Government Navin College, Narwar",Narwar,Madhya Pradesh,,
Government Nehru Degree College,Ashoknagar,Madhya Pradesh,,
Government Nehru Degree College Sabalgarh,SABALGARH,Madhya Pradesh,,
"Government P G College, Bageshwar",Bageshwar,Uttarakhand,,
"Government P G College, Baluwakot",pithoragarh,Uttarakhand,,
"Government P G College, Berinag",Pithoragarh,Uttarakhand,,
"Government P G College, Garudabanj",Garudabanj (Almora),Uttarakhand,,
"Government P G College, Jaintee",Almora,Uttarakhand,,
"Government P G College, Kapkot",Bageshwar,Uttarakhand,,
"Government P G College, Lohaghat",Lohaghat,Uttarakhand,,
"Government P G College, Manila",Almora,Uttarakhand,,
"Government P G College, Munsyari",Pithoragarh,Uttarakhand,,
"Government P G College, Ramnagar",Ramnagar,Uttarakhand,,
"Government P G College, Rudrapur",Rudrapur,Uttarakhand,,
"Government P G College, Syalde",Ranikhet,Uttarakhand,,
"Government P G College, Tanakpur",Tanakpur,Uttarakhand,,
Government P. G. College,Someshwar,Uttarakhand,,
"Government P.G Degree College, Gopeshwar",Gopeshwar (Chamoli),Uttarakhand,,
"Government P.G Degree College, New Tehri",NEW TEHRI,Uttarakhand,,
"Government P.G Degree College, Uttarkashi",uttarkashi,Uttarakhand,,
Government P.G. College,GUNA,Madhya Pradesh,,
Government P.G. College Shepurkla,sheopur,Madhya Pradesh,,
"Government P.G. College, Barwani",BARWANI,Madhya Pradesh,,
"Government P.G. College, Khargone",KHARGONE,Madhya Pradesh,,
Government PG College,MORENA,Madhya Pradesh,,
Government PG College,Datia,Madhya Pradesh,,
"Government PG Degree College, Rishikesh, Dehradun",Rishikesh,Uttarakhand,,
"Government Post Graduate College, Sector-11",Chandigarh,Chandigarh,,
"Government Post Graduate College, Sector-46",Chandigarh,Chandigarh,,
"Government Post-graduate College for Girls, Sector-11",Chandigarh,Chandigarh,,
Government Ramnarayan Chellaram College of Commerce and Management,BENGALURU,Karnataka,,
Government Raza (PG) College,Rampur,Uttar Pradesh,,
"Government S.S.P. Arts, Commerce & Science College, Waraseoni, Balaghat",WARASEONI,Madhya Pradesh,,
"Government Sanskrit College, Lashkar, Gwalior","Lashkar, Gwalior",Madhya Pradesh,,
"Government Sanskrit College, Tripunithura",Ernakulam,Kerala,,
"Government Sarojini Naidu Girls College, Shivaji Nagar, Bhopal",Bhopal,Madhya Pradesh,,
Government Science College,Gandhinagar,Gujarat,,
Government Science College Pandhurna,Pandhurna,Madhya Pradesh,,
"Government Science College, Chitradurga",Chitradurga,Karnataka,,
Government Shri Mant Madhavrao Shindhiya College,SHIVPURI,Madhya Pradesh,,
Government Shrimant Mahavrao Shindhiya Adarsh Science College,Gwalior,Madhya Pradesh,,
Government Smt. Indira Gandhi Girls College,SHIVPURI,Madhya Pradesh,,
Government Syamlal Pandvi College Morar,Gwalior,Madhya Pradesh,,
Government Thirumagal Mills College,Vellore,Tamil Nadu,,
"Government V R S College, Bhander",BHANDER,Madhya Pradesh,,
"Government Victoria College, Palakkad",Palakkad,Kerala,,
Government Vijayaraje Shindhiya Girls College Morar,GWALIOR,Madhya Pradesh,,
Government Vishwanath Yadav Tamskar P. G. Savshasi Mahavidyalaya,Durg,Chhattisgarh,,
"Government, Arts College for Women, Nilakottai",Dindigul,Tamil Nadu,,
"GovernmentDegree College, Dehradun","Doiwala, Dehradun",Uttarakhand,,
Govindammal Aditanar College,Tiruchendur,Tamil Nadu,,
Govindarao Sekaria Arth Vanijya College,Nagpur,Maharashtra,,
"Govt First Grade College, Ramdurg",Belagavi,Karnataka,,
Govt. College,Malappuram,Kerala,,
"GOVT. COLLEGE FOR WOMEN, JASSAUR KHERI",Bahadurgarh,Haryana,,
"Govt. College, Kalapipal",KALAPIPAL,Madhya Pradesh,,
"Govt. Digvijay College, Rajnandgaon",Rajnadgaon,Chhattisgarh,,
"Govt. First Grade College, Devanahalli",Bangalore Rural,Karnataka,,
"Govt. First Grade College, Kushalnagar",Kushalnagar,Karnataka,,
"Govt. K.P.College, Dewas",DEWAS,Madhya Pradesh,,
Gromodyogik Shikshan Mandal`s Marathwada Institute of Technology Management College,Aurangabad,Maharashtra,,
Gujarat Commerce College,Ahmedabad-380006,Gujarat,,
Gulzar School of Management,LUDHIANA,Punjab,,
Guru Gobind Singh College for Women,Chandigarh,Chandigarh,,
Guru Nanak College,Dist. Dhanbad,Jharkhand,,
Guru Nanak College,Chennai,Tamil Nadu,,
Guru Nanak College for Girls,Sri Muktsar Sahib,Punjab,,
"Guru Nanak Khalsa College, Yamuna Nagar",Yamuna Nagar,Haryana,,
Guru Nanak National College,Ludhiana,Punjab,,
Guru Shree Shanthi Vijai Jain College for Women,Chennai,Tamil Nadu,,
GVRS Government Degree College,Kurnool,Andhra Pradesh,,
H L College of Commerce,Ahmedabad,Gujarat,,
"H R College of Commerce & Economics , Mumbai",Mumbai,Maharashtra,,
H. C. D. C. College,Sivasagar,Assam,,
H.P.B.Girls College. Golaghat,Golaghat,Assam,,
Hajee Karutha Rowther Howdia College,"Uthamapalayam,Theni",Tamil Nadu,,
Hamidia Girls Degree College,Allahabad,Uttar Pradesh,,
Handique Girl's College,Guwahati,Assam,,
Hans Raj College,Delhi,Delhi,,
"Hans Raj Mahila Maha Vidyalaya, Jalandhar",Jalandhar,Punjab,,
"Harsh Vidhya Mandir Degree College, Rayasi",Hardwar,Uttarakhand,,
"Hawabah Women's College, Jabalpur",Jabalpur,Madhya Pradesh,,
"Henry Baker College, Melukavu, Melukavumattom",Kottayam,Kerala,,
Heramba Chandra College,Kolkata,West Bengal,,
HHMSPB NSS College for Women,Thiruvananthapuram,Kerala,,
Hill College,Senapati,Manipur,,
Hindi Vidya Prachar Samiti`s Ramniranjan Jhunjhunwala College,Mumbai,Maharashtra,,
Hindu College,Delhi,Delhi,,
Hindu College,Guntur,Andhra Pradesh,,
Hindustan College of Arts and Science,Chennai,Tamil Nadu,,
Hindusthan College of Arts and Science,Coimbatore,Tamil Nadu,,
Hiralal Majumder Memorial College for Women,North Twenty Four Parganas,West Bengal,,
Holkar Science College,Indore,Madhya Pradesh,,
Holy Cross College,Nagercoil,Tamil Nadu,,
"Holy Cross College, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,,
Holy Cross Home Science College,Thoothukudi,Tamil Nadu,,
Hooghly Women's College,Hooghly,West Bengal,,
"I.B. College, Panipat",Panipat,Haryana,,
I.C.College of Home Science,Hisar,Haryana,,
"I.G. National College, Ladwa (Dhanora)",Ladwa,Haryana,,
I.N. (P.G.) College Meerut,MEERUT,Uttar Pradesh,,
Ideal College of Arts and Sciences,Kakinada,Andhra Pradesh,,
"IES`s H.J.Thim College of Arts & Science, Mehrun",Jalgaon,Maharashtra,,
IFIM College,Bangalore-,Karnataka,,
IIMC Degree College,Hyderabad,Telangana,,
"Indapur Taluka Shikshan Prasarak Mandals Arts, Science and Commerce College, Indapur, Pune",Indapur,Maharashtra,,
Indian Academy Degree College,Bengaluru,Karnataka,,
Indira Gandhi College of Arts and Science,Puducherry,Pondicherry,,
"Indira Gandhi Government College, Tezu",Tezu,Arunachal Pradesh,,
"Indira Gandhi Kala Mahavidyalaya, Ralegaon.",Ralegaon,Maharashtra,,
Indira Mahavidyalaya,Yavatmal,Maharashtra,,
Indira Priyadarshini Government Degree College for Women,Hyderabad,Telangana,,
"Indirabai Meghe Mahila Mahavidyalaya, Amravati.",Amravati,Maharashtra,,
"Indo-American College,Cheyyar",Tiruvannamalai,Tamil Nadu,,
Indraprastha College for Women,Delhi,Delhi,,
"Indraraj College of Arts, Commerce & Science",Aurangabad,Maharashtra,,
Indus University,Gandhinagar,Gujarat,,
"Institute for Excellence in Higher Education(IEHE), Bhopal",Bhopal,Madhya Pradesh,,
Institute of Home Economics,NEW DELHI,Delhi,,
"Institute of Hotel Management and Catering Technology, Pune",Pune,Maharashtra,,
Institute of Information Technology & Management,Delhi,Delhi,,
"Institute of Management Studies, Ghaziabad",Ghaziabad,Uttar Pradesh,,
"Institute of Science & Technology for Advanced Studies & Research (ISTAR)(SFI),Vallabh Vidyanagar",Vallabh Vidyanagar,Gujarat,,
Institute of Technology & Science,Ghaziabad,Uttar Pradesh,,
"International Institute of Business Studies, RT Nagar, Bangalore",Bangalore,Karnataka,,
Isabella Thoburn P.G. College,Lucknow,Uttar Pradesh,,
Ishwar Saran Degree College,Prayagraj,Uttar Pradesh,,
Islamia Arabic College,Kurnool,Andhra Pradesh,,
Islamia College of Science & Commerce,Srinagar,Jammu and Kashmir,,
"Islamiah college(autonomous),New town,Vaniyambadi",Tirupattur District,Tamil Nadu,,
Islamiah Women's Arts and Science College,Vellore,Tamil Nadu,,
Iswar Chandra Vidyasagar College,Belonia,Tripura,,
"J J S Degree College, Mihijam",Mihijam,Jharkhand,,
J. D. Birla Institute,Kolkata,West Bengal,,
J. J. College of Arts & Science,Pudukkottai,Tamil Nadu,,
"J. J. College, Jhumritelaiya",JHUMARI TELAIYA,Jharkhand,,
J. K. College,Puruliya,West Bengal,,
J. L. N. College,Pashchmi Singhbhum,Jharkhand,,
"J. M. Mahavidyalaya, Bhurkunda",BHURKUNDA,Jharkhand,,
J. N. College,Ranchi,Jharkhand,,
J.B. College,Jorhat,Assam,,
J.C. Mills Girls College,Gwalior,Madhya Pradesh,,
"J.C.D.A.V.College, Dasuya",Hoshiarpur,Punjab,,
"J.D. Patil Sangludkar Mahavidyalaya , Daryapur",Daryapur,Maharashtra,,
J.D.S.G.College,Golaghat,Assam,,
J.G. College of Commerce,Hubli,Karnataka,,
J.K.K Nataraja College of Arts & Science,Namakkal,Tamil Nadu,,
"J.K.M.College of Management, Science and Commerce",GHATSILA,Jharkhand,,
"J.K.S. College, Jamshedpur",JAMSHEDPUR,Jharkhand,,
J.M.J. College for Women,Guntur,Andhra Pradesh,,
"J.M.PATEL Arts, Commerce & Science College, Bhandara",Bhandara,Maharashtra,,
J.N. College,Boko,Assam,,
J.N.N Arts and Science Women's College,Chennai,Tamil Nadu,,
"J.P. College of Arts and Science, Tenkasi",Rural,Tamil Nadu,,
"J.S.College,Medininnagar",Medininagar,Jharkhand,,
J.Z. Shah Arts & H.P. Desai Commerce College,Surat,Gujarat,,
"Jagadamba Mahvidyalaya, Achalpur City",Achalpur,Maharashtra,,
"Jagannath International Management School, Vasant Kunj",New Delhi,Delhi,,
Jagarlamudi Kuppuswamy Choudary College,Guntur,Andhra Pradesh,,
"Jagat Arts Commerce Indraben hariharbhai Patel Science College, Goregaon",Gondia,Maharashtra,,
Jagiroad College,Jagiroad,Assam,,
"Jagjeevan College, Ara",Ara,Bihar,,
Jai Hind College Basantsing Institute of Science and J T Lalvani College of Commerce,Mumbai,Maharashtra,,
"Jai Hind ET`s Bhilajirao Patil College, Dhule",Dhule,Maharashtra,,
Jai Narayan P.G. College,Lucknow,Uttar Pradesh,,
"Jain College, Morena",MORENA,Madhya Pradesh,,
"Jain Degree College, Bhind",bhind,Madhya Pradesh,,
Jain Vishva Bharati Institute,Nagaur,Rajasthan,,
Jaintia Eastern College,East Jaintia Hills,Meghalaya,,
Jairams Arts & Science College,Karur,Tamil Nadu,,
"Jalagam Vengal Rao (JVR) Government Degree College, Sathupally",Khammam,Telangana,,
"Jamal Mohamed College, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,,
Jamshedpur College,Purbi Singhbhum,Jharkhand,,
Jamshedpur Womens College,Jamshedpur,Jharkhand,,
Jamshedpur Worker`s College,Jamshedpur,Jharkhand,,
"Jamtara College, Jamtara",JAMTARA,Jharkhand,,
"Jamtara Mahila Sandhya College, Jamtara",JAMTARA,Jharkhand,,
Janahitha Degree College,Parvathipuram,Andhra Pradesh,,
Janardan Bhagat Shikshan Prasarak Sansthas Changu Kana Thakur Arts Commerce and Science College,Raigad,Maharashtra,,
"Janata Shikshan Mandal Smt Indirabia G.Kulkarni Arts J.B.Sawant Science and Sau. Jankibai Dhondo Kunte Commerce College, Dist Raigad",Alibag,Maharashtra,,
Jangipur College,JANGIPUR,West Bengal,,
Janki Devi Memorial College,Central,Delhi,,
Jankidevi Bajaj Science College,Wardha,Maharashtra,,
Janta College,Chandrapur,Maharashtra,,
"Jawaharlal College, Vidisha",Vidisha,Madhya Pradesh,,
"Jaysingpur College, Jaysinghpur",Jaysingpur,Maharashtra,,
JDT Islam College of Arts and Science,Kozhikode,Kerala,,
Jesus & Mary College,New Delhi,Delhi,,
"Jeyaraj Annapackiyam College for Women, Periyakulam",Theni,Tamil Nadu,,
JIS University,Kolkata,West Bengal,,
"Jivan Vikas Shikshan Sanstha`s Arts College, Risod",Washim,Maharashtra,,
"Jiwaji University, Gwalior",GUNA,Madhya Pradesh,,
"Jnan Vikas Mandals Mohanlal Raichand Mehta College of Commerce Diwali Maa College of Science Amritlal Raichand Mehta College of Arts Dr. R T Doshi College of Computer Science, Navi Mumbai",AIROLI VASHI NAVI MUMBAI,Maharashtra,,
"Jog Education Trusts P. Jog College of Science & Commerce, Mayur Colony ,Kothrud, Pune",Pune,Maharashtra,,
Jorhat Kendriya Mahavidyalaya,Jorhat,Assam,,
"JSS Arts Science & Commerce College, Nanjangud",Mysore,Karnataka,,
"JSS College for Women, Chamarajanagar",Chamarajangar,Karnataka,,
"JSS College for Women, Kollegal",Chamarajanagar,Karnataka,,
"JSS College for Women, Saraswathipuram, Mysore",Mysuru,Karnataka,,
"JSS College of Arts & Commerce, Gundlupet",Gundlupet,Karnataka,,
"JSS College of Arts, Commerce and Science",Mysore,Karnataka,,
"JSS STC Arts and Commerce College, Banahatti",Bagalkot,Karnataka,,
"Jublee College, Ramgarh",RAMGARH,Jharkhand,,
Justice Basher Ahmed Sayeed College for Women,Chennai,Tamil Nadu,,
"Jyothi Nivas College, Hosur Rd, Bangalore (Autonomous)",Bengaluru,Karnataka,,
"K M Agrawal College of Arts Commerce and Science, Dist Thane",Kalyan west,Maharashtra,,
"K P B Hinduja College of Commerce, Mumbai",Mumbai,Maharashtra,,
"K. B. College, Bermo",Bokaro Steel City,Jharkhand,,
K. B. Women`s College,Hazaribag,Jharkhand,,
"K. C. Bhagat College, Bero",RANCHI,Jharkhand,,
K. C. S. Kasi Nadar College of Arts and Science,Chennai,Tamil Nadu,,
K. H. Government Degree College,Anantapur,Andhra Pradesh,,
K. J. Somaiya College of Science & Commerce,Mumbai,Maharashtra,,
K. K. Das College,Kolkata,West Bengal,,
K. K. Shah Jarodwala Maninagar Science College,Ahmedabad,Gujarat,,
K. L. E. Society`s S. Nijalingappa College,Bengaluru,Karnataka,,
K. M. E. Society`s G. M. Momin Women`s College,Bhiwandi,Maharashtra,,
K. M. G. College of Arts & Science,Vellore,Tamil Nadu,,
"K. N. Government P.G. College, Bhadohi",Gyanpur,Uttar Pradesh,,
K. R. K. Government Degree College,Addanki,Andhra Pradesh,,
K. S. N. Government Degree College for Women,Anantapur,Andhra Pradesh,,
K. S. Rangasamy College of Arts and Science (Autonomous),Namakkal,Tamil Nadu,,
"K. T. H. M. Arts, Science and Commerce College and Research Centre",Nashik,Maharashtra,,
K. T. S. Government Degree College,Rayadurg,Andhra Pradesh,,
K.B.N. College,Vijayawada,Andhra Pradesh,,
K.G. College of Arts and Science,Coimbatore,Tamil Nadu,,
K.G.R.L. COLLEGE,West Godavari,Andhra Pradesh,,
"K.L.E. Society Shree Murtyunjay Arts, Commerce & Science College, B.B.A. College, Dharwad",Dharwad,Karnataka,,
"K.L.E. Society`s P.C. Jabin Science College, Hubbali",Dharwad,Karnataka,,
"K.L.E. Society's Arts and Commerce College, Gadag",Gadag,Karnataka,,
"K.L.E`S G.I.Bagewadi Arts, Science and Commerce College",Nipani,Karnataka,,
"K.M.M Government Women`s College, Kannur",Kannur,Kerala,,
K.N.Bhese Arts Scince Commerce College,Solapur,Maharashtra,,
K.S.G. College of Arts and Science,Coimbatore,Tamil Nadu,,
K.S.R. College of Arts & Science for Women,Namakkal,Tamil Nadu,,
K.V.R. & K.V.R. & M.K.R. College,Khajipalem,Andhra Pradesh,,
Kaamadhenu Arts and Science College,Erode,Tamil Nadu,,
"Kabariya Arts, Vaghasiya Commerce & Bhagat Science Mahila College-Amreli",Amreli,Gujarat,,
Kabi Nazrul Mahavidyalaya,Sonamura,Tripura,,
"Kadathanad Arts And Science College, Vatakara",Vatakara,Kerala,,
"Kahm Unity Women's College, Manjeri",Manjeri,Kerala,,
"Kai Santosha Bhimrao Patil Arts, Commerce & Science Mahavidyalaya, Solapur",Mandrup,Maharashtra,,
"Kai. Babasaheb Deshmukh Gorthekar, Arts, Commerce & Science College",Nanded,Maharashtra,,
Kailash Womens College,Salem,Tamil Nadu,,
"Kakasaheb Chavan Mahavidyalaya, Talmavale",Satara,Maharashtra,,
Kakatiya Government College,Warangal (Rural),Telangana,,
Kakching Khunou College,Kakching,Manipur,,
Kakojan College,Jorhat,Assam,,
Kalbalyadayani College of Commerce and General Studies,MIDNAPORE,West Bengal,,
Kaliabor College,NAGAON,Assam,,
Kalindi College,Delhi,Delhi,,
Kaliyaganj College,Kaliyaganj,West Bengal,,
Kalna College,Barddhaman,West Bengal,,
Kamala Nehru College,Delhi,Delhi,,
Kamaraj College,Thoothukkudi,Tamil Nadu,,
"Kamban college of Arts and Science for women, Mathur",Tiruvannamalai,Tamil Nadu,,
Kanchi Mamunivar Government Institute for Postgraduate Studies and Research,Puducherry,Pondicherry,,
Kandaswami Kandars College,Namakkal,Tamil Nadu,,
Kandra Radha Kanta Kundu Mahavidyalaya,Kandra,West Bengal,,
"Kanoria P G Mahila Mahavidyalaya, Jaipur",Jaipur,Rajasthan,,
Kanya Maha Vidyalaya Jalandhar,Jalandhar,Punjab,,
"Kanya Mahavidyalaya, Kharkhoda",Sonipat,Haryana,,
Karim City College Jamshedpur,JAMSHEDUR,Jharkhand,,
"Karmaveer Kakasaheb Wagh Education Societys Arts, Commerce, Science & Computer Science College, Nashik",Nashik,Maharashtra,,
Karmaveer Mamasaheb Jagdale Mahavidyalaya,Washi,Maharashtra,,
"Karmaveer Shankarrao Kale Education Society`s Sau.Sushilamai Kale Arts,Commerce & Science College Gautamnagar",Kopargaon,Maharashtra,,
Karmveer Bhaurao Patil Mahavidyalya,Pandharpur,Maharashtra,,
"Karnatak Science College, Dharwad",Dharwad,Karnataka,,
"Karnataka Arts Science & Commerce Degree College, Bidar",Bidar,Karnataka,,
"Karnataka Sanghas Manjunatha College of Commerce Manjunatha College Building anchagaon, East Thane",Dombivli,Maharashtra,,
Kasegaon Education Society`s Smt. Kusumtai Rajarambapu Patil Kanya Mahavidyalaya,Sangli,Maharashtra,,
Kasthurba College for Women,Puducherry,Pondicherry,,
Kasturba Gandhi Degree College for Women,Hyderabad,Telangana,,
Kathir College of Arts and Science,Coimbatore,Tamil Nadu,,
"Katras College, Katrasgarh",DHANBAD,Jharkhand,,
Katwa College,Barddhaman,West Bengal,,
Kavi Kulguru Kalidas Sanskrit Vishwavidyalaya,Ramtek,Maharashtra,,
"Kavitha Memorial Degree College, NST Road, Khammam",Khammam,Telangana,,
KC School of Management and Computer Application,Nawanshahr,Punjab,,
"KCES`s Mooljee Jaitha College, Jalgaon",Jalgaon,Maharashtra,,
Kendrapara Autonomous College,Kendrapara,Odisha,,
Keshav Mahavidyalya,Delhi,Delhi,,
Keshav Memorial Degree & P.G. College,Hyderabad,Telangana,,
